Model_name,Year_model,Manufacturer,Car_name,Type,Condition,Distance,Color,Body_type,Fuel_type,Engine_cc,Price
هيونداى افانتي 2021,2021,هيونداى,افانتي,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,920000
ستروين سى اليزيه 2014,2014,ستروين,سى اليزيه,مانيوال,مستعملة,176000,Champagne,Sedan,Hybrid,1600.0,330000
دايهاتسو جراند تريوس 2009,2009,دايهاتسو,جراند تريوس,أوتوماتيك,مستعملة,260000,Red,SUV,Gas,1500.0,550000
كيا جراند سيراتو 2021,2021,كيا,جراند سيراتو,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,1200000
كيا K3 2022,2022,كيا,K3,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,1350000
جيب جراند شيروكى 2023,2023,جيب,جراند شيروكى,أوتوماتيك,جديدة,0,Gray,SUV,Gas,3600.0,5300000
كيا جراند سيراتو 2021,2021,كيا,جراند سيراتو,أوتوماتيك,جديدة,0,Maroon,Sedan,Gas,1600.0,1050000
فولكس فاجن إيوس 2007,2007,فولكس فاجن,إيوس,مانيوال,مستعملة,199,Red,Sedan,Gas,1600.0,630000
كيا سورينتو 2024,2024,كيا,سورينتو,أوتوماتيك,جديدة,0,Black,SUV,Hybrid,1600.0,2720000
مرسيدس GLC 300 2026,2026,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5500000
كيا سبورتاج 2026,2026,كيا,سبورتاج,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1600.0,1985000
ستروين C4 2009,2009,ستروين,C4,أوتوماتيك,مستعملة,157000,Black,Sedan,Gas,1500.0,395000
ألفاروميو ميتو 2017,2017,ألفاروميو,ميتو,أوتوماتيك,مستعملة,130000,White,Coupe,Gas,1400.0,800000
أودي A3 2024,2024,أودي,A3,أوتوماتيك,مستعملة,39000,Black,Sedan,Gas,1400.0,1850000
جيتور T2 2026,2026,جيتور,T2,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,1837000
شيفروليه لانوس 2019,2019,شيفروليه,لانوس,مانيوال,مستعملة,95000,Navy Blue,Sedan,Gas,1500.0,430000
مرسيدس C200 2025,2025,مرسيدس,C200,أوتوماتيك,مستعملة,3000,White,Sedan,Gas,1500.0,3600000
رينج روفر VOGUE 2025,2025,رينج روفر,VOGUE,أوتوماتيك,جديدة,0,Black,SUV,Gas,3000.0,15150000
بي ام دبليو 316i 2014,2014,بي ام دبليو,316i,أوتوماتيك,مستعملة,95000,Navy Blue,Sedan,Gas,1600.0,1250000
مرسيدس GLC 300 2025,2025,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,Red,SUV,Gas,2000.0,5350000
بيجو 301 2014,2014,بيجو,301,أوتوماتيك,مستعملة,298000,Brown,Sedan,Gas,1500.0,425000
جيب شيروكى 1997,1997,جيب,شيروكى,أوتوماتيك,مستعملة,200000,Blue,Station,Gas,4000.0,260000
تويوتا كورولا 2012,2012,تويوتا,كورولا,أوتوماتيك,مستعملة,331000,Silver,Sedan,Gas,1600.0,550000
شيفروليه الدبابة TFR 2026,2026,شيفروليه,الدبابة TFR,أوتوماتيك,جديدة,0,White,Pickup,Gas,1500.0,980000
مرسيدس GLC 43 2026,2026,مرسيدس,GLC 43,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,2000.0,7750000
مرسيدس V300 2026,2026,مرسيدس,V300,أوتوماتيك,جديدة,0,Black,Van,Gas,2000.0,7500000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,750000
مرسيدس C200 2026,2026,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,4100000
مرسيدس C180 2020,2020,مرسيدس,C180,أوتوماتيك,مستعملة,73000,Blue,Sedan,Gas,1500.0,2000000
بي ام دبليو 320i 2026,2026,بي ام دبليو,320i,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1600.0,3550000
جاكوار F-PACE 2024,2024,جاكوار,F-PACE,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,4600000
بيجو 406 2001,2001,بيجو,406,أوتوماتيك,مستعملة,324000,Baby Blue,Sedan,Gas,2000.0,285000
دي إف إس كيه ايجل 580 2018,2018,دي إف إس كيه,ايجل 580,أوتوماتيك,مستعملة,130000,Black,SUV,Gas,1500.0,580000
شيفروليه اوبترا 2007,2007,شيفروليه,اوبترا,أوتوماتيك,مستعملة,143000,Black,Sedan,Gas,1600.0,350000
هيونداى كوبيه 2005,2005,هيونداى,كوبيه,أوتوماتيك,مستعملة,104000,Red,Coupe,Gas,2000.0,300000
هيونداى النترا 2005,2005,هيونداى,النترا,أوتوماتيك,مستعملة,235000,Green,Sedan,Gas,1600.0,430000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1600.0,1005000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,Baby Blue,Sedan,Gas,1600.0,914000
بيجو 405 2007,2007,بيجو,405,مانيوال,مستعملة,55000,Gray,Sedan,Gas,1600.0,290000
هوندا سيفيك 2021,2021,هوندا,سيفيك,أوتوماتيك,مستعملة,98000,Maroon,Sedan,Gas,1600.0,1300000
جيلي GX3 PRO 2024,2024,جيلي,GX3 PRO,أوتوماتيك,مستعملة,14000,Red,SUV,Gas,1500.0,750000
مرسيدس E 250 2018,2018,مرسيدس,E 250,أوتوماتيك,مستعملة,90000,Black,Sedan,Gas,1400.0,2700000
أوبل جراند لاند 2026,2026,أوبل,جراند لاند,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,1600.0,1935000
بي ام دبليو X7 2024,2024,بي ام دبليو,X7,أوتوماتيك,جديدة,0,Black,SUV,Gas,4400.0,9000000
بي ام دبليو X1 2026,2026,بي ام دبليو,X1,أوتوماتيك,مستعملة,5000,Black,SUV,Gas,1400.0,2950000
مرسيدس GLC 200 2025,2025,مرسيدس,GLC 200,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,4850000
نيسان قشقاي 2021,2021,نيسان,قشقاي,أوتوماتيك,مستعملة,48000,Maroon,SUV,Gas,1200.0,950000
شيفروليه لانوس 2009,2009,شيفروليه,لانوس,مانيوال,مستعملة,100,White,Sedan,Gas,1500.0,220000
تويوتا فورتشنر 2026,2026,تويوتا,فورتشنر,أوتوماتيك,مستعملة,2000,White,SUV,Gas,4000.0,3620000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2375000
مرسيدس GLC 300 2025,2025,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5400000
سكودا كاروك 2026,2026,سكودا,كاروك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,1900000
كيا سبورتاج 2019,2019,كيا,سبورتاج,أوتوماتيك,مستعملة,35000,Champagne,SUV,Gas,1600.0,1350000
مرسيدس GLC 300 COUPE 2025,2025,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,White,Coupe,Gas,2000.0,5750000
جيتور T2 2026,2026,جيتور,T2,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,1830000
تويوتا فورتشنر 2023,2023,تويوتا,فورتشنر,أوتوماتيك,مستعملة,40000,Brown,Hatchback,Gas,4000.0,2950000
تويوتا فورتشنر 2022,2022,تويوتا,فورتشنر,أوتوماتيك,مستعملة,21000,White,Hatchback,Gas,4000.0,2900000
لادا 2107 2012,2012,لادا,2107,مانيوال,مستعملة,118000,White,Sedan,Gas,1600.0,115000
بايك BJ30 2026,2026,بايك,BJ30,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,1665000
فيات 500X 2026,2026,فيات,500X,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,955000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Maroon,Sedan,Gas,1600.0,895000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Bronze,Sedan,Gas,1500.0,695000
تويوتا فورتشنر 2025,2025,تويوتا,فورتشنر,أوتوماتيك,جديدة,0,Black,SUV,Gas,4000.0,3930000
سيات ليون 2026,2026,سيات,ليون,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,1400.0,1475000
روكس 01 2026,2026,روكس,01,أوتوماتيك,جديدة,0,Black,SUV,Hybrid,1500.0,3750000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2685000
تويوتا لاند كروزر 2025,2025,تويوتا,لاند كروزر,أوتوماتيك,جديدة,0,Black,SUV,Gas,3500.0,10150000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1500.0,750000
بيجو 5008 2026,2026,بيجو,5008,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,1600.0,2450000
كوبرا تيرامار  2025,2025,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2150000
كوبرا تيرامار  2025,2025,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2150000
سيات اتيكا 2025,2025,سيات,اتيكا,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1400.0,1700000
سكودا كودياك 2026,2026,سكودا,كودياك,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2385000
فولكس فاجن تايرون 2026,2026,فولكس فاجن,تايرون,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,1400.0,2690000
أودي Q7 2025,2025,أودي,Q7,أوتوماتيك,جديدة,0,White,SUV,Gas,2000.0,5600000
رينج روفر VOGUE 2024,2024,رينج روفر,VOGUE,أوتوماتيك,جديدة,0,Dark Grey,SUV,Gas,3000.0,13500000
كيا سبورتاج 2026,2026,كيا,سبورتاج,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1600.0,2165000
مرسيدس V300 2025,2025,مرسيدس,V300,أوتوماتيك,جديدة,0,Black,Van,Gas,2000.0,6100000
لاند روفر نيو رانج روفر 2025,2025,لاند روفر,نيو رانج,أوتوماتيك,مستعملة,200,Black,SUV,Gas,3000.0,11250000
مرسيدس C200 2026,2026,مرسيدس,C200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,4200000
هيونداى I30 2026,2026,هيونداى,I30,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1500.0,1360000
مرسيدس GLA 200 2020,2020,مرسيدس,GLA 200,أوتوماتيك,مستعملة,114000,Black,SUV,Gas,1400.0,1700000
مرسيدس C200 2024,2024,مرسيدس,C200,أوتوماتيك,مستعملة,7000,Red,Sedan,Gas,1500.0,2950000
فولكس فاجن باسات 2021,2021,فولكس فاجن,باسات,أوتوماتيك,مستعملة,125000,White,Sedan,Gas,1400.0,1490000
رينو ميجان 2019,2019,رينو,ميجان,أوتوماتيك,مستعملة,200000,Maroon,Sedan,Gas,1600.0,565000
إم جي ZS 2026,2026,إم جي,ZS,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,1110000
رينج روفر فيلار 2021,2021,رينج روفر,فيلار,أوتوماتيك,مستعملة,59000,Dark Grey,SUV,Gas,2000.0,3800000
جاك JS2 2025,2025,جاك,JS2,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,757000
جاك J7 2025,2025,جاك,J7,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1600.0,987780
ساوايست S 06 2026,2026,ساوايست,S 06,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1266540
ساوايست S 09 2026,2026,ساوايست,S 09,أوتوماتيك,جديدة,0,Green,SUV,Gas,1600.0,1513990
بيجو 301 2019,2019,بيجو,301,أوتوماتيك,مستعملة,193000,Black,Sedan,Gas,1600.0,540000
مازدا 3 2008,2008,مازدا,3,أوتوماتيك,مستعملة,272000,Gold,Sedan,Gas,1600.0,400000
سكودا اوكتافيا A7 2016,2016,سكودا,اوكتافيا A7,أوتوماتيك,مستعملة,160000,Blue,Sedan,Gas,1400.0,850000
هيونداى أكسنت 2026,2026,هيونداى,أكسنت,أوتوماتيك,جديدة,0,Bronze,Sedan,Gas,1600.0,839000
جيتور T1 2026,2026,جيتور,T1,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,1670000
مرسيدس C180 2018,2018,مرسيدس,C180,أوتوماتيك,مستعملة,125000,Black,Sedan,Gas,1600.0,1850000
فورد كوجا 2016,2016,فورد,كوجا,أوتوماتيك,مستعملة,193000,Black,SUV,Gas,1500.0,680000
جيلي إمجراند 2026,2026,جيلي,إمجراند,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1500.0,939000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,Silver,Hatchback,Gas,1500.0,875000
بيجو 307 2007,2007,بيجو,307,أوتوماتيك,مستعملة,300000,Silver,Station,Gas,1600.0,350000
بورش كايين S 2019,2019,بورش,كايين S,أوتوماتيك,مستعملة,94000,Blue,SUV,Gas,3000.0,4700000
تويوتا كورولا 2026,2026,تويوتا,كورولا,أوتوماتيك,جديدة,0,Beige,Sedan,Gas,1600.0,1195000
رينج روفر SVR 2022,2022,رينج روفر,SVR,أوتوماتيك,مستعملة,25000,Black,SUV,Gas,5000.0,8200000
رينج روفر VOGUE 2019,2019,رينج روفر,VOGUE,أوتوماتيك,مستعملة,65000,White,SUV,Gas,5000.0,6800000
بي ام دبليو X6 2025,2025,بي ام دبليو,X6,أوتوماتيك,مستعملة,30000,Black,SUV,Gas,4400.0,7300000
شيفروليه كامارو 2022,2022,شيفروليه,كامارو,أوتوماتيك,مستعملة,200,Black,Sedan,Gas,2000.0,5850000
لاند روفر لاند روفر 2024,2024,لاند روفر,,أوتوماتيك,مستعملة,20000,Gray,SUV,Gas,2000.0,5500000
رينج روفر فيلار 2021,2021,رينج روفر,فيلار,أوتوماتيك,مستعملة,28000,White,SUV,Gas,2000.0,4250000
إم جي 6 2021,2021,إم جي,6,أوتوماتيك,مستعملة,122000,Black,Sedan,Gas,1500.0,850000
بي ام دبليو 318i 2019,2019,بي ام دبليو,318i,أوتوماتيك,مستعملة,83000,Silver,Sedan,Gas,1500.0,1550000
سيات ارونا 2019,2019,سيات,ارونا,أوتوماتيك,مستعملة,152000,Blue,SUV,Gas,1400.0,900000
أوبل انسيجنيا 2017,2017,أوبل,انسيجنيا,أوتوماتيك,مستعملة,165000,Silver,Sedan,Gas,1500.0,850000
شيفروليه كروز 2010,2010,شيفروليه,كروز,أوتوماتيك,مستعملة,185000,Silver,Sedan,Gas,1600.0,370000
بي ام دبليو 316i 2010,2010,بي ام دبليو,316i,أوتوماتيك,مستعملة,230000,Black,Sedan,Gas,1600.0,700000
جيتور X90 Plus 2024,2024,جيتور,X90 Plus,أوتوماتيك,مستعملة,20000,Gray,SUV,Gas,1500.0,1290000
نيسان صني 2019,2019,نيسان,صني,أوتوماتيك,مستعملة,386500,Red,Sedan,Gas,1500.0,510000
مرسيدس E Coupe 2022,2022,مرسيدس,E Coupe,أوتوماتيك,مستعملة,22000,Gray,Coupe,Gas,3000.0,3800000
بي ام دبليو 340i 2018,2018,بي ام دبليو,340i,أوتوماتيك,مستعملة,95000,Black,Sedan,Gas,3000.0,3000000
فورد فيوجن 2016,2016,فورد,فيوجن,أوتوماتيك,مستعملة,190000,Black,Sedan,Gas,1500.0,780000
مرسيدس C180 2019,2019,مرسيدس,C180,أوتوماتيك,مستعملة,70000,Gray,Sedan,Gas,1500.0,2300000
هيونداى أكسنت 2011,2011,هيونداى,أكسنت,أوتوماتيك,مستعملة,200000,Red,Sedan,Gas,1600.0,500020
كيا بيكانتو 2009,2009,كيا,بيكانتو,أوتوماتيك,مستعملة,153000,Champagne,Hatchback,Gas,1200.0,370000
مرسيدس C 180 station 2025,2025,مرسيدس,C 180 station,أوتوماتيك,جديدة,0,Navy Blue,Sedan,Gas,1400.0,3300000
فيات اونو 2001,2001,فيات,اونو,مانيوال,مستعملة,160000,Maroon,Hatchback,Gas,1000.0,150000
مرسيدس C180 2013,2013,مرسيدس,C180,أوتوماتيك,مستعملة,266000,Silver,Sedan,Gas,1600.0,950000
مرسيدس GLC 300 2023,2023,مرسيدس,GLC 300,أوتوماتيك,مستعملة,47000,Black,SUV,Gas,1600.0,4000000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,مستعملة,42000,White,Sedan,Diesel,1500.0,2550000
ميتسوبيشي لانسر بومة 2007,2007,ميتسوبيشي,لانسر بومة,أوتوماتيك,مستعملة,300,Gray,Hatchback,Gas,1300.0,295000
بي ام دبليو 316i 2015,2015,بي ام دبليو,316i,أوتوماتيك,مستعملة,170000,Black,Sedan,Gas,1600.0,890000
شيري تيجو 7 2022,2022,شيري,تيجو 7,أوتوماتيك,مستعملة,140000,Dark Grey,SUV,Gas,1500.0,750000
أوبل جراند لاند 2026,2026,أوبل,جراند لاند,أوتوماتيك,جديدة,0,White,SUV,Gas,1600.0,1920000
بيجو 2008 2026,2008,بيجو,2026,أوتوماتيك,جديدة,0,Turquoise,SUV,Gas,1400.0,1630000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1400.0,1630000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,920000
إم جي ZS 2026,2026,إم جي,ZS,أوتوماتيك,جديدة,0,Red,SUV,Gas,1500.0,1058000
نيسان جوك 2026,2026,نيسان,جوك,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1000.0,1170000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,769300
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,Black,SUV,Gas,1600.0,1170000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1500.0,769300
شانجان CS55 بلس 2026,2026,شانجان,CS55 بلس,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,1065000
سيات ليون 2026,2026,سيات,ليون,أوتوماتيك,جديدة,0,Gray,Hatchback,Gas,1400.0,1425900
سيات ابيزا 2026,2026,سيات,ابيزا,أوتوماتيك,جديدة,0,Red,Hatchback,Gas,1600.0,1200000
جيب رينجيد 2019,2019,جيب,رينجيد,أوتوماتيك,مستعملة,143000,Blue,SUV,Gas,1400.0,750000
جاك S2 2019,2019,جاك,S2,أوتوماتيك,مستعملة,140000,Silver,SUV,Gas,1500.0,460000
نيسان صني 2013,2013,نيسان,صني,أوتوماتيك,مستعملة,275000,Gray,Sedan,Gas,1500.0,400000
هافال H7 2026,2026,هافال,H7,أوتوماتيك,جديدة,0,White,SUV,Hybrid,1500.0,1660000
هيونداى النترا CN7 2025,2025,هيونداى,النترا CN7,أوتوماتيك,مستعملة,60,White,Sedan,Gas,1600.0,1250000
شيفروليه افيو 2017,2017,شيفروليه,افيو,أوتوماتيك,مستعملة,220000,Silver,Sedan,Gas,1500.0,380000
سكودا سوبيرب 2023,2023,سكودا,سوبيرب,أوتوماتيك,مستعملة,31000,Navy Blue,Sedan,Hybrid,1400.0,2000000
سيات ابيزا 2015,2015,سيات,ابيزا,أوتوماتيك,مستعملة,180000,Black,Hatchback,Gas,1600.0,550000
سيات ابيزا 2021,2021,سيات,ابيزا,أوتوماتيك,مستعملة,68000,Silver,Hatchback,Gas,1600.0,770000
فورثينج T5 Evo 2022,2022,فورثينج,T5 Evo,أوتوماتيك,مستعملة,90000,Turquoise,SUV,Gas,1500.0,1000000
جيتور T2 2026,2026,جيتور,T2,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,1730000
أوبل فيكترا 2008,2008,أوبل,فيكترا,أوتوماتيك,مستعملة,265000,Gray,Sedan,Gas,1600.0,430000
بي ام دبليو 520i 2025,2025,بي ام دبليو,520i,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,2000.0,4400000
هيونداى اكسل 1997,1997,هيونداى,اكسل,مانيوال,مستعملة,111,Green,Sedan,Gas,1300.0,130000
فورد كوجا 2016,2016,فورد,كوجا,أوتوماتيك,مستعملة,160000,Bronze,SUV,Gas,1500.0,850000
فيات تيبو 2018,2018,فيات,تيبو,أوتوماتيك,مستعملة,80000,Red,Sedan,Gas,1600.0,730000
رينو سانديرو ستيب واي 2021,2021,رينو,سانديرو ستيب واي,أوتوماتيك,مستعملة,78000,Red,Hatchback,Gas,1600.0,685000
سيات تاراكو 2024,2024,سيات,تاراكو,أوتوماتيك,مستعملة,31000,Black,SUV,Gas,1400.0,2250000
ألفاروميو جوليتا فيلوتشى 2021,2021,ألفاروميو,جوليتا فيلوتشى,أوتوماتيك,مستعملة,93500,Blue,Hatchback,Gas,1800.0,1300000
مرسيدس CLA 200 2024,2024,مرسيدس,CLA 200,أوتوماتيك,مستعملة,22000,Gray,Sedan,Gas,1400.0,2600000
بيجو 2008 2015,2008,بيجو,2015,أوتوماتيك,مستعملة,280000,Black,SUV,Gas,1600.0,470000
مازيراتي جريكاليه 2024,2024,مازيراتي,جريكاليه,أوتوماتيك,جديدة,0,Blue,SUV,Gas,2000.0,5650000
كوبرا تيرامار  2025,2025,كوبرا,تيرامار,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2030000
ساوايست S 05 2026,2026,ساوايست,S 05,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,990000
فولفو XC 60 2020,2020,فولفو,XC 60,أوتوماتيك,مستعملة,175000,Black,SUV,Gas,2000.0,1800000
ساوايست S 05 2026,2026,ساوايست,S 05,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,990000
إم جي 7 2026,2026,إم جي,7,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,1520000
أوبل موكا 2026,2026,أوبل,موكا,أوتوماتيك,جديدة,0,Silver,Hatchback,Gas,1300.0,1380000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1400.0,1650000
سكودا اوكتافيا 2026,2026,سكودا,اوكتافيا,أوتوماتيك,جديدة,0,White,Sedan,Gas,1400.0,1600000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2390000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1400.0,2390000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,2390000
سيات ابيزا 2026,2026,سيات,ابيزا,أوتوماتيك,جديدة,0,Gray,Hatchback,Gas,1600.0,1000000
أوبل موكا 2026,2026,أوبل,موكا,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1200.0,1380000
أوبل جراند لاند 2026,2026,أوبل,جراند لاند,أوتوماتيك,جديدة,0,White,SUV,Gas,1600.0,2100000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,735000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Bronze,Sedan,Gas,1500.0,680000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Bronze,Sedan,Gas,1500.0,680000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1600.0,750000
شيفروليه كروز 2014,2014,شيفروليه,كروز,أوتوماتيك,مستعملة,116000,Gray,Sedan,Gas,1600.0,490000
مرسيدس C200 2025,2025,مرسيدس,C200,أوتوماتيك,مستعملة,10,Black,Sedan,Gas,1500.0,3850000
مرسيدس C180 2024,2024,مرسيدس,C180,أوتوماتيك,جديدة,0,Dark Grey,Sedan,Gas,1600.0,2825000
مرسيدس C200 2025,2025,مرسيدس,C200,أوتوماتيك,جديدة,0,Dark Grey,Sedan,Gas,1500.0,4000000
جيب جراند شيروكى 2017,2017,جيب,جراند شيروكى,أوتوماتيك,مستعملة,163000,Dark Grey,SUV,Gas,5700.0,1950000
فولكس فاجن باسات 2006,2006,فولكس فاجن,باسات,أوتوماتيك,مستعملة,80000,Navy Blue,Sedan,Gas,1600.0,530000
سكودا اوكتافيا 2006,2006,سكودا,اوكتافيا,أوتوماتيك,مستعملة,308000,Dark Grey,Sedan,Gas,2000.0,430000
هيونداى اتوس 2004,2004,هيونداى,اتوس,أوتوماتيك,مستعملة,183000,Silver,SUV,Gas,1000.0,210000
ميتسوبيشي لانسر بومة 2013,2013,ميتسوبيشي,لانسر بومة,أوتوماتيك,مستعملة,211000,Silver,Sedan,Gas,1600.0,580000
مرسيدس C180 2017,2017,مرسيدس,C180,أوتوماتيك,مستعملة,90000,Black,Cabriolet,Gas,1400.0,1900000
مرسيدس A180 2021,2021,مرسيدس,A180,أوتوماتيك,مستعملة,49000,White,Sedan,Gas,1300.0,1700000
نيسان قشقاي 2021,2021,نيسان,قشقاي,أوتوماتيك,مستعملة,135000,Maroon,SUV,Gas,1200.0,950000
سكودا رابيد 2013,2013,سكودا,رابيد,مانيوال,مستعملة,218000,Gray,Sedan,Gas,1300.0,450000
نيسان قشقاي 2017,2017,نيسان,قشقاي,أوتوماتيك,مستعملة,141000,Black,SUV,Gas,1200.0,750000
سكودا سوبيرب 2019,2019,سكودا,سوبيرب,أوتوماتيك,مستعملة,83900,Gray,Sedan,Gas,1400.0,1250000
أوبل موكا 2023,2023,أوبل,موكا,أوتوماتيك,مستعملة,39000,Red,Hatchback,Gas,1200.0,1150000
مرسيدس GLC 300 COUPE 2026,2026,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5450000
بريليانس V3 2024,2024,بريليانس,V3,أوتوماتيك,مستعملة,12000,Silver,SUV,Gas,1500.0,720000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1500.0,3550000
مرسيدس GLC 300 COUPE 2024,2024,مرسيدس,GLC 300 COUPE,أوتوماتيك,جديدة,0,Bronze,SUV,Gas,2000.0,5650000
نيسان صني 2026,2026,نيسان,صني,أوتوماتيك,جديدة,0,Gray,Sedan,Gas,1500.0,730000
رينو داستر 2019,2019,رينو,داستر,أوتوماتيك,مستعملة,93000,Black,SUV,Gas,1600.0,700000
مرسيدس C180 2015,2015,مرسيدس,C180,أوتوماتيك,مستعملة,174000,Silver,Sedan,Gas,1600.0,1600000
شيفروليه كابتيفا 2024,2024,شيفروليه,كابتيفا,أوتوماتيك,مستعملة,9500,Gray,SUV,Gas,1500.0,1100000
فولكس فاجن تايرون 2026,2026,فولكس فاجن,تايرون,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1400.0,2660000
فيات تيبو 2022,2022,فيات,تيبو,أوتوماتيك,مستعملة,125000,Navy Blue,Sedan,Gas,1600.0,770000
لاند روفر رانج روفر ايفوك 2026,2026,لاند روفر,رانج ايفوك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,4350000
لاند روفر رانج روفر ايفوك 2024,2024,لاند روفر,رانج ايفوك,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,4000000
مرسيدس C180 2022,2022,مرسيدس,C180,أوتوماتيك,مستعملة,43000,Gray,Sedan,Gas,1500.0,2500000
مرسيدس C180 2019,2019,مرسيدس,C180,أوتوماتيك,مستعملة,79000,Black,Sedan,Gas,1500.0,2300000
